user_id,total_days,first_date,last_date,date_range_days,total_markets_engaged,total_token_min,total_token_max,total_token_mean,total_token_median,total_token_sum,total_value_min,total_value_max,total_value_mean,total_value_median,total_value_sum,cumulative_total_token_final,cumulative_total_token_max,cumulative_total_token_min,cumulative_total_value_final,cumulative_total_value_max,cumulative_total_value_min,net_yes_min,net_yes_max,net_yes_mean,net_yes_sum,net_yes_final_cumulative,net_no_min,net_no_max,net_no_mean,net_no_sum,net_no_final_cumulative,yes_value_min,yes_value_max,yes_value_mean,yes_value_sum,yes_value_final_cumulative,no_value_min,no_value_max,no_value_mean,no_value_sum,no_value_final_cumulative
0xff47129d9c7c9df626f32bf8ff2c35a16eafbd89,1,2024-11-11,2024-11-11,0,1,6.329112,6.329112,6.329112,6.329112,6.329112,4.87341624,4.87341624,4.87341624,4.87341624,4.87341624,6.329112,6.329112,6.329112,4.87341624,4.87341624,4.87341624,6.329112,6.329112,6.329112,6.329112,6.329112,0.0,0.0,0.0,0.0,0.0,4.87341624,4.87341624,4.87341624,4.87341624,4.87341624,0.0,0.0,0.0,0.0,0.0
0x1372fec541456f2ae732cc65c23ec95260c1b610,1,2024-12-29,2024-12-29,0,1,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0035450000000025,0.0,0.0,0.0,0.0,0.0,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0034989150000024,0.0,0.0,0.0,0.0,0.0
0x105fcee4646e40343d7b3dd08ef9eccd4639b2f1,2,2024-12-27,2024-12-28,1,2,665.0,810780.4,405722.7,405722.7,811445.4,662.6725,809158.8392,404910.75585,404910.75585,809821.5117,811445.4,811445.4,810780.4,809821.5117,809821.5117,809158.8392,0.0,0.0,0.0,0.0,0.0,665.0,810780.4,405722.7,811445.4,811445.4,0.0,0.0,0.0,0.0,0.0,662.6725,809158.8392,404910.75585,809821.5117,809821.5117
0x5f53cf2275606259a6b8d1be6b5439abddf5c4e5,1,2024-12-27,2024-12-27,0,1,129538.332,129538.332,129538.332,129538.332,129538.332,129214.48617,129214.48617,129214.48617,129214.48617,129214.48617,129538.332,129538.332,129538.332,129214.48617,129214.48617,129214.48617,0.0,0.0,0.0,0.0,0.0,129538.332,129538.332,129538.332,129538.332,129538.332,0.0,0.0,0.0,0.0,0.0,129214.48617,129214.48617,129214.48617,129214.48617,129214.48617
0x0e04500eddc589e5eb4d5287cb27343dfef0590a,2,2024-11-26,2024-12-20,24,2,0.0,0.00595,0.002975,0.002975,0.00595,0.0,0.005947025,0.0029735125,0.0029735125,0.005947025,0.00595,0.00595,0.00595,0.005947025,0.005947025,0.005947025,0.0,0.00595,0.002975,0.00595,0.00595,0.0,0.0,0.0,0.0,0.0,0.0,0.005947025,0.0029735125,0.005947025,0.005947025,0.0,0.0,0.0,0.0,0.0
0x971020870e1cb293be19e32c1f79440ae937703b,1,2024-11-18,2024-11-18,0,1,98.294883,98.294883,98.294883,98.294883,98.294883,97.7542611435,97.7542611435,97.7542611435,97.7542611435,97.7542611435,98.294883,98.294883,98.294883,97.7542611435,97.7542611435,97.7542611435,0.0,0.0,0.0,0.0,0.0,98.294883,98.294883,98.294883,98.294883,98.294883,0.0,0.0,0.0,0.0,0.0,97.7542611435,97.7542611435,97.7542611435,97.7542611435,97.7542611435
0xaefaff1449e67d5198c896bd4f6f1f10500ac984,1,2024-12-13,2024-12-13,0,1,15.0,15.0,15.0,15.0,15.0,0.0375,0.0375,0.0375,0.0375,0.0375,15.0,15.0,15.0,0.0375,0.0375,0.0375,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0375,0.0375,0.0375,0.0375,0.0,0.0,0.0,0.0,0.0
0xddc8642424c718753870f235eff80421fa257077,2,2024-12-27,2024-12-28,1,2,190.0,189810.0,95000.0,95000.0,190000.0,189.525,189335.475,94762.5,94762.5,189525.0,190000.0,190000.0,189810.0,189525.0,189525.0,189335.475,0.0,0.0,0.0,0.0,0.0,190.0,189810.0,95000.0,190000.0,190000.0,0.0,0.0,0.0,0.0,0.0,189.525,189335.475,94762.5,189525.0,189525.0
0xa848c8be9dd0ab9de9abcdec703417d2a6464797,1,2024-12-22,2024-12-22,0,1,19980.0,19980.0,19980.0,19980.0,19980.0,19460.52,19460.52,19460.52,19460.52,19460.52,19980.0,19980.0,19980.0,19460.52,19460.52,19460.52,19980.0,19980.0,19980.0,19980.0,19980.0,0.0,0.0,0.0,0.0,0.0,19460.52,19460.52,19460.52,19460.52,19460.52,0.0,0.0,0.0,0.0,0.0
0xd3dc0b5cab2a232edf74a791a284d10f4928c3e2,1,2025-10-20,2025-10-20,0,1,10.0,10.0,10.0,10.0,10.0,5.8,5.8,5.8,5.8,5.8,10.0,10.0,10.0,5.8,5.8,5.8,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,5.8,5.8,0.0,0.0,0.0,0.0,0.0
